"","create_date","version_id","user_id","manuscript_id","manuscript_DOI","actionability","concreteness_confidence","discovery_value","expertise"
"464",2016-12-19 21:46:00,1,136,110,"10.1016/j.beproc.2014.09.034",1.81,2.16,1.11,2.58
"465",2016-12-15 14:43:00,1,137,66,"10.1038/nn.2739",4.91,4.93,4.89,3.78
"466",2016-11-16 21:15:00,1,138,16,"10.1038/nn.4030",3.67,3.8,3.88,1.56
"467",2016-11-27 16:42:00,1,138,29,"10.1523/jneurosci.3081-14.2015",3.68,4.32,1,2.74
"468",2016-11-27 16:44:00,1,138,30,"10.1038/ncomms5486",1.55,4.02,3,3.44
"469",2016-11-27 17:00:00,1,138,31,"10.1126/science.aaf1288",4.06,3.77,4.47,2.27
"470",2016-12-05 01:47:00,1,138,49,"10.1016/j.bbadis.2015.10.014",3.86,3.48,4.43,2.75
"471",2017-04-13 19:09:00,1,139,254,"10.1113/jp274049",1.54,3.08,3.67,0
"472",2016-11-28 20:12:00,1,140,29,"10.1523/jneurosci.3081-14.2015",3.67,1.72,2.54,0
"473",2016-11-28 20:13:00,1,140,30,"10.1038/ncomms5486",3.31,4.09,3.76,0.71
"474",2016-11-28 20:13:00,1,140,31,"10.1126/science.aaf1288",4.63,2.01,3.96,0.6
"475",2017-04-17 16:52:00,1,144,257,"10.1038/nature02116",4.02,4.16,3.96,5
"476",2017-04-17 16:53:00,1,144,258,"10.1016/j.neuron.2009.01.002",4.06,2.48,4.16,4.19
"477",2017-04-17 16:55:00,1,144,259,"10.1016/j.jneumeth.2004.03.005",3.71,3.84,2.45,5
"478",2017-04-17 16:56:00,1,144,260,"10.1038/nn.4520",3.61,2.49,4.01,3.36
"479",2017-04-17 16:57:00,1,144,261,"10.1038/nature16961",4.71,4.76,4.18,4.36
"480",2017-02-08 18:47:00,1,146,131,"10.1016/s0896-6273(00)81206-4",2.52,1.75,3.56,2.53
"481",2017-03-23 20:54:00,1,146,172,"10.1523/jneurosci.3413-16.2017",4.11,4.35,3.34,1.5
"482",2017-03-23 20:55:00,1,146,173,"10.1111/ejn.12523",4.22,4.35,3.82,2.56
"483",2016-11-28 20:08:00,1,148,29,"10.1523/jneurosci.3081-14.2015",4.1,3.8,4.45,0.89
"484",2016-11-28 20:06:00,1,148,30,"10.1038/ncomms5486",4.22,3.56,3.88,0.72
"485",2016-11-28 20:11:00,1,148,31,"10.1126/science.aaf1288",4.5,3.41,3.5,3.55
"486",2017-04-14 01:03:00,1,151,255,"10.1007/s00394-009-0065-3",2.89,0.84,3.33,0
"487",2016-11-16 21:20:00,1,153,19,"10.1155/2013/627325",3.56,4.4,3.52,0.84
"488",2016-12-15 16:18:00,1,154,86,"10.1016/j.neuron.2013.06.033",3.56,1.12,3.65,3.89
"489",2017-03-25 20:03:00,1,155,186,"10.1523/jneurosci.3183-06.2007",2.18,3.41,3.4,3.41
"490",2017-04-07 18:27:00,1,155,243,"10.7554/elife.24179",3.77,3.27,3.86,3.26
"491",2017-05-03 18:24:00,1,155,272,"10.1523/jneurosci.3073-13.2014",2.96,4.49,4.16,4.72
"492",2017-06-27 14:04:00,2,155,314,"10.1037/bne0000165",3.36,5,4.08,5
"493",2017-07-12 19:57:00,2,155,321,"10.3389/fnana.2017.00049",0.05,0.99,0.05,5
"494",2017-07-19 12:07:00,2,155,359,"10.1038/547162e",0,0.03,0.97,3.23
"495",2017-07-21 17:07:00,2,156,85,"10.1038/nature09633",3.34,1.25,2.48,3.61
"496",2017-07-21 17:19:00,2,156,380,"10.1523/jneurosci.3761-07.2007",4.13,3.55,4.4,3.96
"497",2017-05-29 00:42:00,2,158,287,"10.1161/atvbaha.107.157438",3.65,2.72,3.15,0.97
"498",2017-05-29 01:00:00,2,158,288,"10.1016/s0006-8993(02)03186-4",3.34,3.89,0.13,2.02
"499",2017-05-29 01:56:00,2,158,289,"10.1007/s00213-006-0648-0",3.8,2.96,1.29,1.94
"500",2017-05-29 14:38:00,2,158,290,"10.1074/jbc.m512194200",3.88,3.03,3.61,2
"501",2017-05-29 18:18:00,2,158,291,"10.1007/s00213-008-1411-5",2.05,3.09,0.67,1.08
"502",2017-05-29 22:15:00,2,158,292,"10.1038/73767",4.61,4.52,4.2,1.11
"503",2017-05-30 01:00:00,2,158,293,"10.1016/s0960-9822(99)80484-9",3.21,3.72,1.42,0.27
"504",2017-05-30 14:50:00,2,158,294,"10.1021/ac040037s",4.23,3.89,3.15,1.51
"505",2017-05-31 13:33:00,2,158,295,"10.1016/j.tcb.2005.07.003",4.55,4.06,4.36,1.3
"506",2017-05-31 14:32:00,2,158,296,"10.1002/bip.22254",3.23,3.4,0.39,2.69
"507",2017-05-31 22:01:00,2,158,297,"10.1109/embc.2013.6609453",4.37,3.87,2.78,2.62
"508",2017-06-01 13:48:00,2,158,298,"10.1016/j.ygeno.2010.02.006",4.39,4.03,4.84,2.19
"509",2017-06-04 23:28:00,2,158,299,"10.1091/mbc.e11-01-0072",3.98,4.15,2.72,1.05
"510",2017-06-05 00:33:00,2,158,300,"10.1111/dgd.12039",4.22,4.2,1.05,2.6
"511",2017-06-06 14:37:00,2,158,303,"10.1016/j.neuron.2017.05.005",2,3.96,1.79,2.23
"512",2017-06-06 14:38:00,2,158,304,"10.1016/j.neuron.2017.04.017",3.46,3.67,2.72,1.92
"513",2017-06-07 20:32:00,2,158,306,"10.1038/nmeth.4221",1.27,3.89,1.05,2.64
"514",2017-06-20 19:41:00,2,158,308,"10.1016/j.neuroscience.2007.06.002",2.72,3.97,2.53,0.81
